121.pop2," -DSPEC_MPI_CASE_FLAG"
122.tachyon
125.RAxML
126.lammps," -DMPICH_IGNORE_CXX_SEEK"
128.GAPgeofem
129.tera_tf
132.zeusmp2
137.lu
142.dmilc
143.dleslie
145.lGemsFDTD
147.l2wrf2

"Base Optimization Flags"
121.pop2," -O3"," -march=core-avx2"," -no-prec-div"," -ipo"
122.tachyon," -O3"," -march=core-avx2"," -no-prec-div"," -ipo"
125.RAxML," -O3"," -march=core-avx2"," -no-prec-div"," -ipo"
126.lammps," -O3"," -march=core-avx2"," -no-prec-div"," -ipo"
128.GAPgeofem," -O3"," -march=core-avx2"," -no-prec-div"," -ipo"
129.tera_tf," -O3"," -march=core-avx2"," -no-prec-div"," -ipo"
132.zeusmp2," -O3"," -march=core-avx2"," -no-prec-div"," -ipo"
137.lu," -O3"," -march=core-avx2"," -no-prec-div"," -ipo"
142.dmilc," -O3"," -march=core-avx2"," -no-prec-div"," -ipo"
143.dleslie," -O3"," -march=core-avx2"," -no-prec-div"," -ipo"
145.lGemsFDTD," -O3"," -march=core-avx2"," -no-prec-div"," -ipo"
147.l2wrf2," -O3"," -march=core-avx2"," -no-prec-div"," -ipo"

"Base Other Flags"
121.pop2
122.tachyon
125.RAxML
126.lammps
128.GAPgeofem
129.tera_tf
132.zeusmp2
137.lu
142.dmilc
143.dleslie
145.lGemsFDTD
147.l2wrf2

"Base Forbidden Flags"
121.pop2
122.tachyon
125.RAxML
126.lammps
128.GAPgeofem
129.tera_tf
132.zeusmp2
137.lu
142.dmilc
143.dleslie
145.lGemsFDTD
147.l2wrf2

"Base Unknown Flags"
121.pop2
122.tachyon
125.RAxML
126.lammps
128.GAPgeofem
129.tera_tf
132.zeusmp2
137.lu
142.dmilc
143.dleslie
145.lGemsFDTD
147.l2wrf2

"Peak Compiler Invocation"
121.pop2
122.tachyon
125.RAxML
126.lammps
128.GAPgeofem
129.tera_tf
132.zeusmp2
137.lu
142.dmilc
143.dleslie
145.lGemsFDTD
147.l2wrf2

"Peak Portability Flags"
121.pop2
122.tachyon
125.RAxML
126.lammps
128.GAPgeofem
129.tera_tf
132.zeusmp2
137.lu
142.dmilc
143.dleslie
145.lGemsFDTD
147.l2wrf2

"Peak Optimization Flags"
121.pop2
122.tachyon
125.RAxML
126.lammps
128.GAPgeofem
129.tera_tf
132.zeusmp2
137.lu
142.dmilc
143.dleslie
145.lGemsFDTD
147.l2wrf2

"Peak Other Flags"
121.pop2
122.tachyon
125.RAxML
126.lammps
128.GAPgeofem
129.tera_tf
132.zeusmp2
137.lu
142.dmilc
143.dleslie
145.lGemsFDTD
147.l2wrf2

"Peak Forbidden Flags"
121.pop2
122.tachyon
125.RAxML
126.lammps
128.GAPgeofem
129.tera_tf
132.zeusmp2
137.lu
142.dmilc
143.dleslie
145.lGemsFDTD
147.l2wrf2

"Peak Unknown Flags"
121.pop2
122.tachyon
125.RAxML
126.lammps
128.GAPgeofem
129.tera_tf
132.zeusmp2
137.lu
142.dmilc
143.dleslie
145.lGemsFDTD
147.l2wrf2
----------------
"For questions about","this result, please","contact the tester.",
"For other inquiries,","please contact",webmaster@spec.org.,
"Copyright 2006-2010 Standard","Performance Evaluation",Corporation,
"Tested with SPEC MPI2007 ","v2.0.1.  Report","generated on ","Tue Jun  8 10:02:19 2021","by SPEC MPI2007 CSV","formatter v1463."
"Originally published on "," 8 June 2021."
