128.GAPgeofem," mpiicc"," mpiifort"," mpiicc"," mpiifort"
129.tera_tf," mpiifort"," mpiifort"
130.socorro," mpiicc"," mpiifort"," mpiifort"
132.zeusmp2," mpiicc"," mpiifort"," mpiifort"
137.lu," mpiifort"," mpiifort"

"Base Portability Flags"
104.milc
107.leslie3d
113.GemsFDTD
115.fds4
121.pop2," -DSPEC_MPI_CASE_FLAG"
122.tachyon
126.lammps," -DMPICH_IGNORE_CXX_SEEK"
127.wrf2," -DSPEC_MPI_CASE_FLAG"," -DSPEC_MPI_LINUX"
128.GAPgeofem
129.tera_tf
130.socorro," -assume nostd_intent_in"
132.zeusmp2
137.lu

"Base Optimization Flags"
104.milc," -O3"," -march=core-avx2"," -no-prec-div"," -ipo"
107.leslie3d," -O3"," -march=core-avx2"," -no-prec-div"," -ipo"
113.GemsFDTD," -O3"," -march=core-avx2"," -no-prec-div"," -ipo"
115.fds4," -O3"," -march=core-avx2"," -no-prec-div"," -ipo"
121.pop2," -O3"," -march=core-avx2"," -no-prec-div"," -ipo"
122.tachyon," -O3"," -march=core-avx2"," -no-prec-div"," -ipo"
126.lammps," -O3"," -march=core-avx2"," -no-prec-div"," -ipo"
127.wrf2," -O3"," -march=core-avx2"," -no-prec-div"," -ipo"
128.GAPgeofem," -O3"," -march=core-avx2"," -no-prec-div"," -ipo"
129.tera_tf," -O3"," -march=core-avx2"," -no-prec-div"," -ipo"
130.socorro," -O3"," -march=core-avx2"," -no-prec-div"," -ipo"
132.zeusmp2," -O3"," -march=core-avx2"," -no-prec-div"," -ipo"
137.lu," -O3"," -march=core-avx2"," -no-prec-div"," -ipo"

"Base Other Flags"
104.milc
107.leslie3d
113.GemsFDTD
115.fds4
121.pop2
122.tachyon
126.lammps
127.wrf2
128.GAPgeofem
129.tera_tf
130.socorro
132.zeusmp2
137.lu

"Base Forbidden Flags"
104.milc
107.leslie3d
113.GemsFDTD
115.fds4
121.pop2
122.tachyon
126.lammps
127.wrf2
128.GAPgeofem
129.tera_tf
130.socorro
132.zeusmp2
137.lu

"Base Unknown Flags"
104.milc
107.leslie3d
113.GemsFDTD
115.fds4
121.pop2
122.tachyon
126.lammps
127.wrf2
128.GAPgeofem
129.tera_tf
130.socorro
132.zeusmp2
137.lu

"Peak Compiler Invocation"
104.milc
107.leslie3d
113.GemsFDTD
115.fds4
121.pop2
122.tachyon
126.lammps
127.wrf2
128.GAPgeofem
129.tera_tf
130.socorro
132.zeusmp2
137.lu

"Peak Portability Flags"
104.milc
107.leslie3d
113.GemsFDTD
115.fds4
121.pop2
122.tachyon
126.lammps
127.wrf2
128.GAPgeofem
129.tera_tf
130.socorro
132.zeusmp2
137.lu

"Peak Optimization Flags"
104.milc
107.leslie3d
113.GemsFDTD
115.fds4
121.pop2
122.tachyon
126.lammps
127.wrf2
128.GAPgeofem
129.tera_tf
130.socorro
132.zeusmp2
137.lu

"Peak Other Flags"
104.milc
107.leslie3d
113.GemsFDTD
115.fds4
121.pop2
122.tachyon
126.lammps
127.wrf2
128.GAPgeofem
129.tera_tf
130.socorro
132.zeusmp2
137.lu

"Peak Forbidden Flags"
104.milc
107.leslie3d
113.GemsFDTD
115.fds4
121.pop2
122.tachyon
126.lammps
127.wrf2
128.GAPgeofem
129.tera_tf
130.socorro
132.zeusmp2
137.lu

"Peak Unknown Flags"
104.milc
107.leslie3d
113.GemsFDTD
115.fds4
121.pop2
122.tachyon
126.lammps
127.wrf2
128.GAPgeofem
129.tera_tf
130.socorro
132.zeusmp2
137.lu
----------------
"For questions about","this result, please","contact the tester.",
"For other inquiries,","please contact",webmaster@spec.org.,
"Copyright 2006-2010 Standard","Performance Evaluation",Corporation,
"Tested with SPEC MPI2007 ","v2.0.1.  Report","generated on ","Tue Jun  8 10:02:14 2021","by SPEC MPI2007 CSV","formatter v1463."
"Originally published on "," 8 June 2021."
